Accession,SRR accession,Ethambutol,Isoniazid,Pyrazinamide,Rifampicin,Isolate
SAMN03647807,SRR2100634,S,S,S,S,SAMN03647807
SAMN03647788,SRR2100615,S,S,S,S,SAMN03647788
SAMN03647399,SRR2100226,S,S,S,R,SAMN03647399
SAMN03647932,SRR2100759,S,S,S,S,SAMN03647932
SAMN03647549,SRR2100376,S,R,R,R,SAMN03647549
SAMN03647211,SRR2100038,S,S,S,S,SAMN03647211
SAMN03647488,SRR2100315,S,S,S,S,SAMN03647488
SAMN03647406,SRR2100233,S,S,S,S,SAMN03647406
SAMN03647285,SRR2100112,S,S,S,S,SAMN03647285
SAMN03647455,SRR2100282,S,R,S,R,SAMN03647455
SAMN03647272,SRR2100099,S,S,S,S,SAMN03647272
SAMN03647679,SRR2100506,S,S,S,S,SAMN03647679
SAMN03647300,SRR2100127,S,S,S,S,SAMN03647300
SAMN03647948,SRR2100775,S,S,S,S,SAMN03647948
SAMN03648090,SRR2100917,S,R,S,S,SAMN03648090
SAMN03647238,SRR2100065,S,R,S,S,SAMN03647238
SAMN03647323,SRR2100150,S,S,S,S,SAMN03647323
SAMN03647395,SRR2100222,S,S,S,S,SAMN03647395
SAMN03647832,SRR2100659,S,S,S,S,SAMN03647832
SAMN03648049,SRR2100876,S,R,S,S,SAMN03648049
SAMN03647660,SRR2100487,S,S,S,S,SAMN03647660
SAMN03647247,SRR2100074,S,S,R,S,SAMN03647247
SAMN03647837,SRR2100664,S,S,S,S,SAMN03647837
SAMN03647202,SRR2100029,S,S,S,S,SAMN03647202
SAMN03647772,SRR2100599,S,S,S,S,SAMN03647772
SAMN03647515,SRR2100342,S,R,S,S,SAMN03647515
SAMN03647793,SRR2100620,S,S,S,S,SAMN03647793
SAMN03647623,SRR2100450,S,S,S,S,SAMN03647623
SAMN03648082,SRR2100909,R,R,R,R,SAMN03648082
SAMN03648238,SRR2100991,S,S,S,S,SAMN03648238
SAMN03648210,SRR2100963,S,S,S,S,SAMN03648210
SAMN03648240,SRR2100993,S,S,S,S,SAMN03648240
SAMN03647331,SRR2100158,S,R,S,S,SAMN03647331
SAMN03647977,SRR2100804,S,S,S,S,SAMN03647977
SAMN03648244,SRR2100997,S,S,S,S,SAMN03648244
SAMN03647752,SRR2100579,S,S,S,S,SAMN03647752
SAMN03648019,SRR2100846,S,R,S,S,SAMN03648019
SAMN03647328,SRR2100155,S,S,S,S,SAMN03647328
SAMN03648207,SRR2100960,S,S,S,S,SAMN03648207
SAMN03647711,SRR2100538,S,S,S,S,SAMN03647711
SAMN03647481,SRR2100308,S,S,S,S,SAMN03647481
SAMN03647729,SRR2100556,S,S,S,S,SAMN03647729
SAMN03647518,SRR2100345,S,S,S,S,SAMN03647518
SAMN03647789,SRR2100616,S,S,S,S,SAMN03647789
SAMN03647254,SRR2100081,S,S,S,S,SAMN03647254
SAMN03647343,SRR2100170,S,S,S,S,SAMN03647343
SAMN03647576,SRR2100403,S,S,S,S,SAMN03647576
SAMN03647358,SRR2100185,S,S,S,S,SAMN03647358
SAMN03647429,SRR2100256,S,S,S,S,SAMN03647429
SAMN03648039,SRR2100866,S,R,S,S,SAMN03648039
SAMN03648026,SRR2100853,S,R,S,S,SAMN03648026
SAMN03647483,SRR2100310,S,S,S,S,SAMN03647483
SAMN03647474,SRR2100301,S,R,S,R,SAMN03647474
SAMN03647716,SRR2100543,S,S,S,S,SAMN03647716
SAMN03647919,SRR2100746,S,S,S,S,SAMN03647919
SAMN03648205,SRR2100958,S,S,S,S,SAMN03648205
SAMN03647497,SRR2100324,S,R,S,R,SAMN03647497
SAMN03647246,SRR2100073,S,S,S,S,SAMN03647246
SAMN03648059,SRR2100886,S,R,S,S,SAMN03648059
SAMN03647685,SRR2100512,S,S,S,S,SAMN03647685
SAMN03647639,SRR2100466,S,S,S,S,SAMN03647639
SAMN03647595,SRR2100422,S,S,S,S,SAMN03647595
SAMN03647541,SRR2100368,S,R,S,R,SAMN03647541
SAMN03647346,SRR2100173,S,S,S,S,SAMN03647346
SAMN03647572,SRR2100399,S,R,S,S,SAMN03647572
SAMN03648095,SRR2467269,S,S,S,S,SAMN03648095
SAMN03647578,SRR2100405,S,S,S,S,SAMN03647578
SAMN03647158,SRR2099985,S,R,S,S,SAMN03647158
SAMN03647669,SRR2100496,S,S,S,S,SAMN03647669
SAMN03647354,SRR2100181,S,S,S,S,SAMN03647354
SAMN03647609,SRR2100436,S,S,S,S,SAMN03647609
SAMN03647291,SRR2100118,S,S,S,S,SAMN03647291
SAMN03647972,SRR2100799,S,S,S,S,SAMN03647972
SAMN03647883,SRR2100710,S,S,S,S,SAMN03647883
SAMN03647362,SRR2100189,S,R,S,S,SAMN03647362
SAMN03647489,SRR2100316,S,S,S,S,SAMN03647489
SAMN03647529,SRR2100356,S,S,S,S,SAMN03647529
SAMN03647450,SRR2100277,S,S,S,S,SAMN03647450
SAMN03647582,SRR2100409,S,S,S,S,SAMN03647582
SAMN03647181,SRR2100008,S,S,S,S,SAMN03647181
SAMN03647616,SRR2100443,S,S,S,S,SAMN03647616
SAMN03647842,SRR2100669,S,S,S,S,SAMN03647842
SAMN03647258,SRR2100085,S,S,S,S,SAMN03647258
SAMN03647924,SRR2100751,S,S,S,S,SAMN03647924
SAMN03647613,SRR2100440,S,S,S,S,SAMN03647613
SAMN03647918,SRR2100745,S,S,S,S,SAMN03647918
SAMN03647469,SRR2100296,S,S,S,S,SAMN03647469
SAMN03647775,SRR2100602,S,S,S,S,SAMN03647775
SAMN03648034,SRR2100861,S,S,S,S,SAMN03648034
SAMN03648206,SRR2100959,S,S,S,S,SAMN03648206
SAMN03647275,SRR2100102,S,S,S,S,SAMN03647275
SAMN03647535,SRR2100362,S,S,S,S,SAMN03647535
SAMN03647839,SRR2100666,S,S,S,S,SAMN03647839
SAMN03647717,SRR2100544,S,S,S,S,SAMN03647717
SAMN03648202,SRR2100955,S,S,S,S,SAMN03648202
SAMN03647630,SRR2100457,S,S,S,S,SAMN03647630
SAMN03647180,SRR2100007,S,S,S,S,SAMN03647180
SAMN03648246,SRR2100999,S,S,S,S,SAMN03648246
SAMN03647852,SRR2100679,S,S,S,S,SAMN03647852
SAMN03647562,SRR2100389,R,S,R,R,SAMN03647562
SAMN03647584,SRR2100411,S,S,S,S,SAMN03647584
SAMN03647460,SRR2100287,S,S,S,S,SAMN03647460
SAMN03647683,SRR2100510,S,S,S,S,SAMN03647683
SAMN03647462,SRR2100289,S,R,S,S,SAMN03647462
SAMN03647547,SRR2100374,S,R,S,S,SAMN03647547
SAMN03648243,SRR2100996,S,S,S,S,SAMN03648243
SAMN03647855,SRR2100682,S,S,S,S,SAMN03647855
SAMN03647985,SRR2100812,S,S,S,S,SAMN03647985
SAMN03648227,SRR2100980,S,S,S,S,SAMN03648227
SAMN03647627,SRR2100454,S,S,S,S,SAMN03647627
SAMN03647493,SRR2100320,S,R,S,S,SAMN03647493
SAMN03647780,SRR2100607,S,S,S,S,SAMN03647780
SAMN03647991,SRR2100818,S,S,S,S,SAMN03647991
SAMN03647602,SRR2100429,R,R,S,R,SAMN03647602
SAMN03648229,SRR2100982,S,S,S,S,SAMN03648229
SAMN03647222,SRR2100049,S,S,S,S,SAMN03647222
SAMN03648005,SRR2100832,S,R,S,S,SAMN03648005
SAMN03647819,SRR2100646,S,S,S,S,SAMN03647819
SAMN03648239,SRR2100992,S,S,S,S,SAMN03648239
SAMN03647330,SRR2100157,S,R,S,S,SAMN03647330
SAMN03647209,SRR2100036,S,S,S,S,SAMN03647209
SAMN03647538,SRR2100365,S,S,S,S,SAMN03647538
SAMN03647586,SRR2100413,S,S,S,S,SAMN03647586
SAMN03647233,SRR2100060,S,S,S,S,SAMN03647233
SAMN03648093,SRR2100920,R,R,S,R,SAMN03648093
SAMN03648171,SRR2100924,S,S,S,S,SAMN03648171
SAMN03648025,SRR2100852,S,R,S,S,SAMN03648025
SAMN03647844,SRR2100671,S,S,S,S,SAMN03647844
SAMN03647754,SRR2100581,S,S,S,S,SAMN03647754
SAMN03647513,SRR2100340,S,R,S,S,SAMN03647513
SAMN03647555,SRR2100382,S,S,S,S,SAMN03647555
SAMN03648043,SRR2100870,R,R,S,R,SAMN03648043
SAMN03647185,SRR2100012,S,S,S,S,SAMN03647185
SAMN03647552,SRR2100379,S,S,S,S,SAMN03647552
SAMN03647731,SRR2100558,S,S,S,S,SAMN03647731
SAMN03648221,SRR2100974,S,S,S,S,SAMN03648221
SAMN03648065,SRR2100892,S,R,S,S,SAMN03648065
SAMN03647592,SRR2100419,R,R,R,R,SAMN03647592
SAMN03647226,SRR2100053,S,S,S,S,SAMN03647226
SAMN03648077,SRR2100904,S,R,S,R,SAMN03648077
SAMN03647237,SRR2100064,S,S,S,S,SAMN03647237
SAMN03647782,SRR2100609,S,S,S,S,SAMN03647782
SAMN03647604,SRR2100431,S,S,S,S,SAMN03647604
SAMN03647366,SRR2100193,S,S,S,S,SAMN03647366
SAMN03647664,SRR2100491,S,S,S,S,SAMN03647664
SAMN03648222,SRR2100975,S,S,S,S,SAMN03648222
SAMN03647190,SRR2100017,S,S,S,S,SAMN03647190
SAMN03647727,SRR2100554,S,S,S,S,SAMN03647727
SAMN03648086,SRR2100913,S,S,S,S,SAMN03648086
SAMN03647506,SRR2100333,S,S,S,S,SAMN03647506
SAMN03647672,SRR2100499,S,R,S,S,SAMN03647672
SAMN03647810,SRR2100637,S,S,S,S,SAMN03647810
SAMN03647978,SRR2100805,S,S,S,S,SAMN03647978
SAMN03647624,SRR2100451,S,S,S,S,SAMN03647624
SAMN03647966,SRR2100793,S,S,S,S,SAMN03647966
SAMN03647250,SRR2100077,S,S,S,S,SAMN03647250
SAMN03647813,SRR2100640,S,S,S,S,SAMN03647813
SAMN03647937,SRR2100764,S,S,S,S,SAMN03647937
SAMN03647944,SRR2100771,S,S,S,S,SAMN03647944
SAMN03648011,SRR2100838,S,R,S,R,SAMN03648011
SAMN03647947,SRR2100774,S,S,S,S,SAMN03647947
SAMN03647643,SRR2100470,S,S,S,S,SAMN03647643
SAMN03647296,SRR2100123,S,S,S,S,SAMN03647296
SAMN03647544,SRR2100371,S,S,S,S,SAMN03647544
SAMN03647952,SRR2100779,S,S,S,S,SAMN03647952
SAMN03647159,SRR2099986,S,R,S,S,SAMN03647159
SAMN03648196,SRR2100949,S,S,S,S,SAMN03648196
SAMN03647349,SRR2100176,S,R,S,S,SAMN03647349
SAMN03648094,SRR2100921,S,R,R,R,SAMN03648094
SAMN03647984,SRR2100811,S,S,S,S,SAMN03647984
SAMN03647976,SRR2100803,S,R,S,R,SAMN03647976
SAMN03647929,SRR2100756,S,S,S,S,SAMN03647929
SAMN03647873,SRR2100700,S,S,S,S,SAMN03647873
SAMN03647990,SRR2100817,S,S,S,S,SAMN03647990
SAMN03648226,SRR2100979,S,S,S,S,SAMN03648226
SAMN03648242,SRR2100995,S,S,S,S,SAMN03648242
SAMN03647858,SRR2100685,S,S,S,S,SAMN03647858
SAMN03648012,SRR2100839,S,S,S,R,SAMN03648012
SAMN03647599,SRR2100426,S,S,S,S,SAMN03647599
SAMN03647906,SRR2100733,S,S,S,S,SAMN03647906
SAMN03647797,SRR2100624,S,S,S,S,SAMN03647797
SAMN03647403,SRR2100230,S,S,S,S,SAMN03647403
SAMN03648060,SRR2100887,S,R,S,S,SAMN03648060
SAMN03647540,SRR2100367,S,R,S,R,SAMN03647540
SAMN03647227,SRR2100054,S,S,S,S,SAMN03647227
SAMN03647943,SRR2100770,S,S,S,S,SAMN03647943
SAMN03647422,SRR2100249,S,R,S,S,SAMN03647422
SAMN03647642,SRR2100469,S,S,S,S,SAMN03647642
SAMN03648076,SRR2100903,S,R,S,S,SAMN03648076
SAMN03647451,SRR2100278,S,R,S,S,SAMN03647451
SAMN03647404,SRR2100231,R,R,S,R,SAMN03647404
SAMN03647631,SRR2100458,S,S,S,S,SAMN03647631
SAMN03647465,SRR2100292,S,S,S,S,SAMN03647465
SAMN03647257,SRR2100084,S,S,S,S,SAMN03647257
SAMN03647887,SRR2100714,S,S,S,S,SAMN03647887
SAMN03647448,SRR2100275,S,S,S,S,SAMN03647448
SAMN03648066,SRR2100893,S,S,S,S,SAMN03648066
SAMN03648017,SRR2100844,S,S,R,S,SAMN03648017
SAMN03647333,SRR2100160,S,S,S,S,SAMN03647333
SAMN03647470,SRR2100297,S,S,S,S,SAMN03647470
SAMN03648204,SRR2100957,S,S,S,S,SAMN03648204
SAMN03647241,SRR2100068,S,S,S,S,SAMN03647241
SAMN03647997,SRR2100824,S,S,S,S,SAMN03647997
SAMN03647200,SRR2100027,S,S,S,S,SAMN03647200
SAMN03647798,SRR2100625,S,S,S,S,SAMN03647798
SAMN03647204,SRR2100031,S,R,S,S,SAMN03647204
SAMN03647720,SRR2100547,S,S,S,S,SAMN03647720
SAMN03648048,SRR2100875,S,R,S,S,SAMN03648048
SAMN03647151,SRR2099978,S,R,S,R,SAMN03647151
SAMN03647212,SRR2100039,S,S,S,S,SAMN03647212
SAMN03647824,SRR2100651,S,S,S,S,SAMN03647824
SAMN03647968,SRR2100795,S,S,S,S,SAMN03647968
SAMN03647175,SRR2100002,S,S,S,S,SAMN03647175
SAMN03647269,SRR2100096,S,S,S,S,SAMN03647269
SAMN03647255,SRR2100082,S,S,S,S,SAMN03647255
SAMN03647400,SRR2100227,R,R,S,R,SAMN03647400
SAMN03647763,SRR2100590,S,S,S,S,SAMN03647763
SAMN03647441,SRR2100268,S,S,S,S,SAMN03647441
SAMN03647652,SRR2100479,S,S,S,S,SAMN03647652
SAMN03647426,SRR2100253,S,S,S,S,SAMN03647426
SAMN03647305,SRR2100132,R,R,R,R,SAMN03647305
SAMN03648054,SRR2100881,S,R,S,S,SAMN03648054
SAMN03648179,SRR2100932,S,S,S,S,SAMN03648179
SAMN03647891,SRR2100718,S,S,S,S,SAMN03647891
SAMN03647516,SRR2100343,S,R,S,S,SAMN03647516
SAMN03647367,SRR2100194,S,R,S,S,SAMN03647367
SAMN03647917,SRR2100744,S,S,S,S,SAMN03647917
SAMN03647306,SRR2100133,S,S,S,S,SAMN03647306
SAMN03648199,SRR2100952,S,S,S,S,SAMN03648199
SAMN03647248,SRR2100075,S,S,S,S,SAMN03647248
SAMN03647888,SRR2100715,S,S,S,S,SAMN03647888
SAMN03648175,SRR2100928,S,S,S,S,SAMN03648175
SAMN03647273,SRR2100100,S,S,S,S,SAMN03647273
SAMN03647645,SRR2100472,S,S,S,S,SAMN03647645
SAMN03647188,SRR2100015,S,R,S,S,SAMN03647188
SAMN03647812,SRR2100639,S,S,S,S,SAMN03647812
SAMN03647482,SRR2100309,S,S,S,S,SAMN03647482
SAMN03647622,SRR2100449,S,S,S,S,SAMN03647622
SAMN03648014,SRR2100841,S,R,S,S,SAMN03648014
SAMN03647379,SRR2100206,S,S,S,R,SAMN03647379
SAMN03647510,SRR2100337,S,S,S,S,SAMN03647510
SAMN03648198,SRR2100951,S,S,S,S,SAMN03648198
SAMN03647568,SRR2100395,S,R,S,S,SAMN03647568
SAMN03647377,SRR2100204,S,S,S,S,SAMN03647377
SAMN03647629,SRR2100456,S,S,S,S,SAMN03647629
SAMN03647601,SRR2100428,S,S,S,S,SAMN03647601
SAMN03647853,SRR2100680,S,S,S,S,SAMN03647853
SAMN03647695,SRR2100522,S,S,S,S,SAMN03647695
SAMN03648016,SRR2100843,S,R,S,S,SAMN03648016
SAMN03647165,SRR2099992,S,S,S,S,SAMN03647165
SAMN03647511,SRR2100338,S,S,S,S,SAMN03647511
SAMN03647734,SRR2100561,S,S,S,S,SAMN03647734
SAMN03648041,SRR2100868,S,R,S,S,SAMN03648041
SAMN03647687,SRR2100514,S,S,S,S,SAMN03647687
SAMN03648188,SRR2100941,S,S,S,S,SAMN03648188
SAMN03647769,SRR2100596,S,S,S,S,SAMN03647769
SAMN03647302,SRR2100129,S,S,S,S,SAMN03647302
SAMN03647286,SRR2100113,S,S,S,S,SAMN03647286
SAMN03647674,SRR2100501,S,S,S,S,SAMN03647674
SAMN03647278,SRR2100105,S,S,S,S,SAMN03647278
SAMN03647882,SRR2100709,S,S,S,S,SAMN03647882
SAMN03647820,SRR2100647,S,S,S,S,SAMN03647820
SAMN03648085,SRR2100912,S,R,S,R,SAMN03648085
SAMN03647477,SRR2100304,S,S,S,S,SAMN03647477
SAMN03647851,SRR2100678,S,S,S,S,SAMN03647851
SAMN03647876,SRR2100703,S,S,S,S,SAMN03647876
SAMN03647967,SRR2100794,S,S,S,S,SAMN03647967
SAMN03647942,SRR2100769,S,S,S,S,SAMN03647942
SAMN03647387,SRR2100214,S,S,S,S,SAMN03647387
SAMN03647767,SRR2100594,S,S,S,S,SAMN03647767
SAMN03647228,SRR2100055,S,S,S,S,SAMN03647228
SAMN03648212,SRR2100965,S,S,S,S,SAMN03648212
SAMN03647368,SRR2100195,S,S,S,S,SAMN03647368
SAMN03647803,SRR2100630,S,S,S,S,SAMN03647803
SAMN03647231,SRR2100058,S,R,S,S,SAMN03647231
SAMN03647479,SRR2100306,R,R,R,R,SAMN03647479
SAMN03647897,SRR2100724,S,S,S,S,SAMN03647897
SAMN03647452,SRR2100279,S,S,S,S,SAMN03647452
SAMN03647830,SRR2100657,S,S,S,S,SAMN03647830
SAMN03648013,SRR2100840,S,R,S,S,SAMN03648013
SAMN03648213,SRR2100966,S,S,S,S,SAMN03648213
SAMN03648201,SRR2100954,S,S,S,S,SAMN03648201
SAMN03648170,SRR2100923,S,S,R,R,SAMN03648170
SAMN03647344,SRR2100171,S,S,S,S,SAMN03647344
SAMN03648052,SRR2100879,S,R,S,S,SAMN03648052
SAMN03647974,SRR2100801,S,S,S,S,SAMN03647974
SAMN03648058,SRR2100885,S,R,S,S,SAMN03648058
SAMN03647983,SRR2100810,S,S,S,S,SAMN03647983
SAMN03647765,SRR2100592,S,S,S,S,SAMN03647765
SAMN03647933,SRR2100760,S,S,S,S,SAMN03647933
SAMN03647686,SRR2100513,S,S,S,S,SAMN03647686
SAMN03647811,SRR2100638,S,S,S,S,SAMN03647811
SAMN03647308,SRR2100135,S,S,S,S,SAMN03647308
SAMN03647764,SRR2100591,S,S,S,S,SAMN03647764
SAMN03647505,SRR2100332,S,R,S,S,SAMN03647505
SAMN03647232,SRR2100059,S,S,S,S,SAMN03647232
SAMN03647447,SRR2100274,S,S,S,S,SAMN03647447
SAMN03648225,SRR2100978,S,S,S,S,SAMN03648225
SAMN03647872,SRR2100699,S,S,S,S,SAMN03647872
SAMN03647435,SRR2100262,S,S,S,S,SAMN03647435
SAMN03647318,SRR2100145,S,S,S,S,SAMN03647318
SAMN03647522,SRR2100349,S,R,S,R,SAMN03647522
SAMN03647840,SRR2100667,S,S,S,S,SAMN03647840
SAMN03647653,SRR2100480,S,S,S,S,SAMN03647653
SAMN03647359,SRR2100186,S,R,S,S,SAMN03647359
SAMN03648217,SRR2100970,S,S,S,S,SAMN03648217
SAMN03647548,SRR2100375,S,S,S,S,SAMN03647548
SAMN03647453,SRR2100280,S,S,S,S,SAMN03647453
SAMN03647445,SRR2100272,S,R,S,S,SAMN03647445
SAMN03647746,SRR2100573,S,S,S,S,SAMN03647746
SAMN03647417,SRR2100244,S,S,S,S,SAMN03647417
SAMN03648182,SRR2100935,S,S,S,S,SAMN03648182
SAMN03647405,SRR2100232,S,S,S,S,SAMN03647405
SAMN03647235,SRR2100062,S,S,S,S,SAMN03647235
SAMN03647215,SRR2100042,S,S,S,S,SAMN03647215
SAMN03647931,SRR2100758,S,S,S,S,SAMN03647931
SAMN03648194,SRR2100947,S,S,S,S,SAMN03648194
SAMN03647957,SRR2100784,S,S,S,S,SAMN03647957
SAMN03647201,SRR2100028,S,S,S,S,SAMN03647201
SAMN03647753,SRR2100580,S,S,S,S,SAMN03647753
SAMN03647437,SRR2100264,S,S,S,S,SAMN03647437
SAMN03647411,SRR2100238,S,R,R,R,SAMN03647411
SAMN03647531,SRR2100358,S,S,S,S,SAMN03647531
SAMN03647867,SRR2100694,S,S,S,S,SAMN03647867
SAMN03648219,SRR2100972,S,S,S,S,SAMN03648219
SAMN03647903,SRR2100730,S,S,S,S,SAMN03647903
SAMN03647270,SRR2100097,S,R,R,S,SAMN03647270
SAMN03647835,SRR2100662,S,S,S,S,SAMN03647835
SAMN03648176,SRR2100929,S,S,S,S,SAMN03648176
SAMN03647847,SRR2100674,S,S,S,S,SAMN03647847
SAMN03647295,SRR2100122,S,S,S,S,SAMN03647295
SAMN03648075,SRR2100902,S,R,S,S,SAMN03648075
SAMN03647279,SRR2100106,S,S,S,S,SAMN03647279
SAMN03648193,SRR2100946,S,S,S,S,SAMN03648193
SAMN03647509,SRR2100336,S,S,S,S,SAMN03647509
SAMN03647311,SRR2100138,S,S,S,S,SAMN03647311
SAMN03647988,SRR2100815,S,S,S,S,SAMN03647988
SAMN03647802,SRR2100629,S,S,S,S,SAMN03647802
SAMN03647880,SRR2100707,S,S,S,S,SAMN03647880
SAMN03647243,SRR2100070,S,S,S,S,SAMN03647243
SAMN03647927,SRR2100754,S,S,S,S,SAMN03647927
SAMN03647658,SRR2100485,S,S,S,S,SAMN03647658
SAMN03647173,SRR2100000,S,S,S,S,SAMN03647173
SAMN03647815,SRR2100642,S,S,S,S,SAMN03647815
SAMN03647841,SRR2100668,S,S,S,S,SAMN03647841
SAMN03647785,SRR2100612,S,S,S,S,SAMN03647785
SAMN03648231,SRR2100984,S,S,S,S,SAMN03648231
SAMN03648091,SRR2100918,S,R,S,S,SAMN03648091
SAMN03647935,SRR2100762,S,S,S,S,SAMN03647935
SAMN03648181,SRR2100934,S,S,S,S,SAMN03648181
SAMN03647402,SRR2100229,S,R,S,S,SAMN03647402
SAMN03647749,SRR2100576,S,S,S,S,SAMN03647749
SAMN03647690,SRR2100517,S,S,S,S,SAMN03647690
SAMN03647370,SRR2100197,S,R,S,S,SAMN03647370
SAMN03647183,SRR2100010,S,S,S,S,SAMN03647183
SAMN03647360,SRR2100187,S,R,S,S,SAMN03647360
SAMN03647203,SRR2100030,S,S,S,S,SAMN03647203
SAMN03647363,SRR2100190,S,S,S,S,SAMN03647363
SAMN03647970,SRR2100797,S,S,S,S,SAMN03647970
SAMN03648010,SRR2100837,S,R,S,S,SAMN03648010
SAMN03647913,SRR2100740,R,R,S,R,SAMN03647913
SAMN03647786,SRR2100613,S,S,S,S,SAMN03647786
SAMN03647334,SRR2100161,S,S,S,S,SAMN03647334
SAMN03647430,SRR2100257,R,R,S,R,SAMN03647430
SAMN03647900,SRR2100727,S,S,S,S,SAMN03647900
SAMN03648020,SRR2100847,S,S,R,S,SAMN03648020
SAMN03647398,SRR2100225,S,R,S,S,SAMN03647398
SAMN03647176,SRR2100003,S,S,S,S,SAMN03647176
SAMN03647579,SRR2100406,S,S,S,S,SAMN03647579
SAMN03647394,SRR2100221,S,S,S,S,SAMN03647394
SAMN03648073,SRR2100900,S,R,S,S,SAMN03648073
SAMN03647225,SRR2100052,S,S,S,S,SAMN03647225
SAMN03647799,SRR2100626,S,S,S,S,SAMN03647799
SAMN03647364,SRR2100191,S,S,S,S,SAMN03647364
SAMN03648081,SRR2100908,S,R,S,S,SAMN03648081
SAMN03647361,SRR2100188,S,R,S,S,SAMN03647361
SAMN03647823,SRR2100650,S,S,S,S,SAMN03647823
SAMN03647288,SRR2100115,S,S,S,S,SAMN03647288
SAMN03647651,SRR2100478,S,S,S,S,SAMN03647651
SAMN03647667,SRR2100494,S,S,S,S,SAMN03647667
SAMN03647926,SRR2100753,S,S,S,S,SAMN03647926
SAMN03647663,SRR2100490,S,S,S,S,SAMN03647663
SAMN03647236,SRR2100063,S,S,S,S,SAMN03647236
SAMN03647393,SRR2100220,S,R,S,S,SAMN03647393
SAMN03647245,SRR2100072,S,S,R,S,SAMN03647245
SAMN03647326,SRR2100153,S,S,S,S,SAMN03647326
SAMN03647386,SRR2100213,S,S,S,S,SAMN03647386
SAMN03648063,SRR2100890,S,R,R,R,SAMN03648063
SAMN03647836,SRR2100663,S,S,S,S,SAMN03647836
SAMN03647857,SRR2100684,S,S,S,S,SAMN03647857
SAMN03647312,SRR2100139,S,S,S,S,SAMN03647312
SAMN03647543,SRR2100370,S,R,S,S,SAMN03647543
SAMN03647757,SRR2100584,S,S,S,S,SAMN03647757
SAMN03647701,SRR2100528,S,S,S,S,SAMN03647701
SAMN03647365,SRR2100192,S,S,S,S,SAMN03647365
SAMN03647817,SRR2100644,S,S,S,S,SAMN03647817
SAMN03647741,SRR2100568,S,S,S,S,SAMN03647741
SAMN03647382,SRR2100209,S,R,S,S,SAMN03647382
SAMN03647598,SRR2100425,S,S,S,S,SAMN03647598
SAMN03647709,SRR2100536,S,S,S,S,SAMN03647709
SAMN03648047,SRR2100874,S,R,S,S,SAMN03648047
SAMN03648004,SRR2100831,S,R,S,S,SAMN03648004
SAMN03647456,SRR2100283,S,R,S,S,SAMN03647456
SAMN03647345,SRR2100172,S,S,S,S,SAMN03647345
SAMN03647912,SRR2100739,S,R,S,S,SAMN03647912
SAMN03647911,SRR2100738,S,S,S,S,SAMN03647911
SAMN03647507,SRR2100334,S,S,S,S,SAMN03647507
SAMN03647280,SRR2100107,S,S,S,S,SAMN03647280
SAMN03647177,SRR2100004,S,S,S,S,SAMN03647177
SAMN03647866,SRR2100693,S,S,S,S,SAMN03647866
SAMN03647808,SRR2100635,S,S,S,S,SAMN03647808
SAMN03647833,SRR2100660,S,S,S,S,SAMN03647833
SAMN03647407,SRR2100234,R,R,S,R,SAMN03647407
SAMN03647861,SRR2100688,S,S,S,S,SAMN03647861
SAMN03647230,SRR2100057,S,S,S,S,SAMN03647230
SAMN03647418,SRR2100245,S,R,S,S,SAMN03647418
SAMN03647315,SRR2100142,S,S,S,S,SAMN03647315
SAMN03647186,SRR2100013,S,S,S,S,SAMN03647186
SAMN03647583,SRR2100410,S,S,S,S,SAMN03647583
SAMN03647960,SRR2100787,S,S,S,S,SAMN03647960
SAMN03647198,SRR2100025,S,S,S,S,SAMN03647198
SAMEA1118598,ERR2513417,S,S,S,S,SAMEA1118598
SAMEA1119602,ERR2514421,S,S,S,S,SAMEA1119602
SAMN07659031,SRR6046389,S,S,S,S,SAMN07659031
SAMEA3451355,ERR2517631,S,S,S,S,SAMEA3451355
SAMEA2534810,ERR552672,R,R,R,R,SAMEA2534810
SAMN07659380,SRR6046226,S,S,S,S,SAMN07659380
SAMEA1101724,ERR2510426,R,R,S,R,SAMEA1101724
SAMEA1119652,ERR2514471,S,S,S,S,SAMEA1119652
SAMEA1101681,ERR2510384,S,R,R,R,SAMEA1101681
SAMEA1101893,ERR2510535,R,R,R,R,SAMEA1101893
SAMEA104172474,ERR2041714,R,R,R,R,SAMEA104172474
SAMEA1397312,ERR2514827,S,S,S,S,SAMEA1397312
SAMEA3179893,ERR2515525,S,S,S,S,SAMEA3179893
SAMEA2534906,ERR552789,S,R,R,R,SAMEA2534906
SAMEA1119633,ERR2514452,S,S,S,S,SAMEA1119633
SAMEA1118235,ERR2513054,S,S,S,S,SAMEA1118235
SAMEA2709886,ERR2515342,R,R,R,R,SAMEA2709886
SAMEA1397439,ERR2514954,S,S,S,S,SAMEA1397439
SAMEA1118745,ERR2513564,S,R,R,R,SAMEA1118745
SAMEA3450063,ERR2517541,S,S,S,S,SAMEA3450063
SAMEA1397450,ERR2514965,S,S,S,S,SAMEA1397450
SAMEA1119521,ERR2514340,S,R,S,S,SAMEA1119521
SAMEA2709678,ERR2515134,S,S,S,S,SAMEA2709678
SAMEA1118021,ERR2512840,S,S,S,S,SAMEA1118021
SAMEA3432854,ERR2516913,S,R,S,R,SAMEA3432854
SAMEA1117904,ERR2512723,S,S,S,S,SAMEA1117904
SAMEA2709814,ERR2515270,S,S,S,S,SAMEA2709814
